file1行範囲,file1テキスト,file2行範囲,file2テキスト,差分行
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html, </tr>
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html, </tbody>
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html, </table>
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html,"-<div class=""colist arabic"">"
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html,-<table>
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html,-<tr>
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html,"-<td><i class=""conum"" data-value=""1""></i><b>1</b></td>"
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html,"-<td>In the case of summarised invoice, the number of Delivery Note is stated in (ibt-153), instead of name of goods or services. In such a case, the buyer should retain the invoice combined with other documents or data to meet the legal requirements for input tax credit purpose.<br></td>"
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html,-</tr>
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html,-<tr>
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html,"-<td><i class=""conum"" data-value=""2""></i><b>2</b></td>"
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html,-<td>Only Tax-excluded taxable amount is supported.<br></td>
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html,-</tr>
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html,-<tr>
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html,"-<td><i class=""conum"" data-value=""3""></i><b>3</b></td>"
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html,"-<td>If Invoice currency (ibt-005) is different from the national currency (JPY), this is expressed in an invoice by stating the national currency in the element Tax accounting currency (ibt-006), and Total Tax amount in national currency is stated in the element Invoice total tax amount in accounting currency (ibt-111). However, according to Japanese Consumption Tax laws, not “Invoice total tax amount” but “Tax amount per tax rate” is required to be expressed in JPY. So, in such a case, Tax category tax amount in national currency (ibt-190) is used to meet the legal requirement.<br></td>"
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html,-</tr>
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html,-</table>
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html,-</div>
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html, </div>
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html," <div class=""sect4"">"
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html,"-<h5 id=""_example_2_standard_qualified_invoice_invoiced_currency_is_not_jpy""><a class=""anchor"" href=""#_example_2_standard_qualified_invoice_invoiced_currency_is_not_jpy""></a>Example 2, Standard Qualified Invoice (Invoiced currency is not JPY)</h5>"
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html,"-<div class=""paragraph"">"
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html,"-<p>According to Japanese laws and regulations, Tax amount per tax rate on Qualified Invoice shall be expressed in local currency.</p>"
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html,-</div>
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html,"-<div class=""paragraph"">"
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html,"-<p>So, if the invoiced currency is JPY, Tax category tax amount (ibt-117) is expressed in JPY, so that the legal requirement is met.</p>"
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html,-</div>
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html,"-<div class=""paragraph"">"
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html,"-<p>On the other hand, when the invoiced currency is a foreign currency, it (ibt-117) is expressed in the invoiced currency (=the foreign currency). As a result, it doesn’t meet the legal requirement.</p>"
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html,-</div>
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html,"-<div class=""paragraph"">"
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html,"-<p>In such a case, by using Tax category tax amount in national currency (ibt-190), it can be expressed in JPY.</p>"
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html,"+<h5 id=""_example_2_summarised_invoice_1""><a class=""anchor"" href=""#_example_2_summarised_invoice_1""></a>Example 2, Summarised Invoice 1</h5>"
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html,"+<div class=""paragraph"">"
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html,+<p>Line document reference (ibt-188) may be used in order to refer the Delivery Note.</p>
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html, </div>
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html," <table class=""tableblock frame-all grid-all stretch"">"
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html, <colgroup>
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html,"-<col style=""width: 20%;"">"
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html,"-<col style=""width: 20%;"">"
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html,"-<col style=""width: 20%;"">"
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html,"-<col style=""width: 20%;"">"
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html,"-<col style=""width: 20%;"">"
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html,"+<col style=""width: 25%;"">"
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html,"+<col style=""width: 25%;"">"
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html,"+<col style=""width: 25%;"">"
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html,"+<col style=""width: 25%;"">"
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html, </colgroup>
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html, <thead>
"-2811,152",data/JP-PINT/pint-jp.html,"+2686,68",data/JP-PINT/pint-jp-ntr.html, <tr>
"-2964,29",data/JP-PINT/pint-jp.html,"+2755,13",data/JP-PINT/pint-jp-ntr.html," <th class=""tableblock halign-left valign-top""><strong>Business term</strong></th>"
"-2964,29",data/JP-PINT/pint-jp.html,"+2755,13",data/JP-PINT/pint-jp-ntr.html," <th class=""tableblock halign-left valign-top""><strong>Term ID</strong></th>"
"-2964,29",data/JP-PINT/pint-jp.html,"+2755,13",data/JP-PINT/pint-jp-ntr.html," <th class=""tableblock halign-left valign-top""><strong>Example value</strong></th>"
"-2964,29",data/JP-PINT/pint-jp.html,"+2755,13",data/JP-PINT/pint-jp-ntr.html,"-<th class=""tableblock halign-left valign-top""><strong>Note</strong></th>"
"-2964,29",data/JP-PINT/pint-jp.html,"+2755,13",data/JP-PINT/pint-jp-ntr.html, </tr>
"-2964,29",data/JP-PINT/pint-jp.html,"+2755,13",data/JP-PINT/pint-jp-ntr.html, </thead>
"-2964,29",data/JP-PINT/pint-jp.html,"+2755,13",data/JP-PINT/pint-jp-ntr.html, <tbody>
"-2964,29",data/JP-PINT/pint-jp.html,"+2755,13",data/JP-PINT/pint-jp-ntr.html, <tr>
"-2964,29",data/JP-PINT/pint-jp.html,"+2755,13",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""></td>"
"-2964,29",data/JP-PINT/pint-jp.html,"+2755,13",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""><p class=""tableblock"">Invoice currency code</p></td>"
"-2964,29",data/JP-PINT/pint-jp.html,"+2755,13",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""><p class=""tableblock"">ibt-005</p></td>"
"-2964,29",data/JP-PINT/pint-jp.html,"+2755,13",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""><p class=""tableblock"">USD</p></td>"
"-2964,29",data/JP-PINT/pint-jp.html,"+2755,13",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""></td>"
"-2964,29",data/JP-PINT/pint-jp.html,"+2755,13",data/JP-PINT/pint-jp-ntr.html,-</tr>
"-2964,29",data/JP-PINT/pint-jp.html,"+2755,13",data/JP-PINT/pint-jp-ntr.html,-<tr>
"-2964,29",data/JP-PINT/pint-jp.html,"+2755,13",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""></td>"
"-2964,29",data/JP-PINT/pint-jp.html,"+2755,13",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""><p class=""tableblock"">Tax accounting currency</p></td>"
"-2964,29",data/JP-PINT/pint-jp.html,"+2755,13",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""><p class=""tableblock"">ibt-006</p></td>"
"-2964,29",data/JP-PINT/pint-jp.html,"+2755,13",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""><p class=""tableblock"">JPY</p></td>"
"-2964,29",data/JP-PINT/pint-jp.html,"+2755,13",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""></td>"
"-2964,29",data/JP-PINT/pint-jp.html,"+2755,13",data/JP-PINT/pint-jp-ntr.html,-</tr>
"-2964,29",data/JP-PINT/pint-jp.html,"+2755,13",data/JP-PINT/pint-jp-ntr.html,-<tr>
"-2964,29",data/JP-PINT/pint-jp.html,"+2755,13",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock""><strong>SELLER</strong></p></td>"
"-2964,29",data/JP-PINT/pint-jp.html,"+2755,13",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""></td>"
"-2964,29",data/JP-PINT/pint-jp.html,"+2755,13",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">ibg-04</p></td>"
"-2964,29",data/JP-PINT/pint-jp.html,"+2755,13",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""></td>"
"-2964,29",data/JP-PINT/pint-jp.html,"+2755,13",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""></td>"
"-2964,29",data/JP-PINT/pint-jp.html,"+2755,13",data/JP-PINT/pint-jp-ntr.html, </tr>
"-2964,29",data/JP-PINT/pint-jp.html,"+2755,13",data/JP-PINT/pint-jp-ntr.html, <tr>
"-2994,20",data/JP-PINT/pint-jp.html,"+2769,11",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">Seller name</p></td>"
"-2994,20",data/JP-PINT/pint-jp.html,"+2769,11",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">ibt-027</p></td>"
"-2994,20",data/JP-PINT/pint-jp.html,"+2769,11",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">A corporation</p></td>"
"-2994,20",data/JP-PINT/pint-jp.html,"+2769,11",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""><p class=""tableblock"">1</p></td>"
"-2994,20",data/JP-PINT/pint-jp.html,"+2769,11",data/JP-PINT/pint-jp-ntr.html,-</tr>
"-2994,20",data/JP-PINT/pint-jp.html,"+2769,11",data/JP-PINT/pint-jp-ntr.html,-<tr>
"-2994,20",data/JP-PINT/pint-jp.html,"+2769,11",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""></td>"
"-2994,20",data/JP-PINT/pint-jp.html,"+2769,11",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""><p class=""tableblock"">Seller TAX identifier</p></td>"
"-2994,20",data/JP-PINT/pint-jp.html,"+2769,11",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""><p class=""tableblock"">ibt-031</p></td>"
"-2994,20",data/JP-PINT/pint-jp.html,"+2769,11",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""><p class=""tableblock"">T1234567890000</p></td>"
"-2994,20",data/JP-PINT/pint-jp.html,"+2769,11",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""><p class=""tableblock"">2</p></td>"
"-2994,20",data/JP-PINT/pint-jp.html,"+2769,11",data/JP-PINT/pint-jp-ntr.html, </tr>
"-2994,20",data/JP-PINT/pint-jp.html,"+2769,11",data/JP-PINT/pint-jp-ntr.html, <tr>
"-2994,20",data/JP-PINT/pint-jp.html,"+2769,11",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock""><strong>BUYER</strong></p></td>"
"-2994,20",data/JP-PINT/pint-jp.html,"+2769,11",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""></td>"
"-2994,20",data/JP-PINT/pint-jp.html,"+2769,11",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">ibg-07</p></td>"
"-2994,20",data/JP-PINT/pint-jp.html,"+2769,11",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""></td>"
"-2994,20",data/JP-PINT/pint-jp.html,"+2769,11",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""></td>"
"-2994,20",data/JP-PINT/pint-jp.html,"+2769,11",data/JP-PINT/pint-jp-ntr.html, </tr>
"-2994,20",data/JP-PINT/pint-jp.html,"+2769,11",data/JP-PINT/pint-jp-ntr.html, <tr>
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">Buyer name</p></td>"
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">ibt-044</p></td>"
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">B Corporation</p></td>"
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""><p class=""tableblock"">8</p></td>"
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html, </tr>
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html, <tr>
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock""><strong>TAX BREAK DOWN</strong></p></td>"
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""></td>"
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">ibg-23</p></td>"
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""></td>"
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""></td>"
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html, </tr>
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html, <tr>
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""></td>"
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">Tax category taxable amount</p></td>"
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">ibt-116</p></td>"
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""><p class=""tableblock"">1000</p></td>"
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""><p class=""tableblock"">5</p></td>"
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html,"+<td class=""tableblock halign-left valign-top""><p class=""tableblock"">10000</p></td>"
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html, </tr>
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html, <tr>
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""></td>"
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">Tax category tax amount</p></td>"
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">ibt-117</p></td>"
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""><p class=""tableblock"">100</p></td>"
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""></td>"
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html,"+<td class=""tableblock halign-left valign-top""><p class=""tableblock"">0</p></td>"
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html, </tr>
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html, <tr>
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""></td>"
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">Tax category code</p></td>"
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">ibt-118</p></td>"
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">S</p></td>"
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""></td>"
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html, </tr>
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html, <tr>
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""></td>"
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">Tax category tax rate</p></td>"
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">ibt-119</p></td>"
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">10</p></td>"
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""></td>"
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html, </tr>
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html, <tr>
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock""><strong>INVOICE LINE</strong></p></td>"
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""></td>"
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">ibg-25</p></td>"
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""></td>"
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""></td>"
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html, </tr>
"-3015,48",data/JP-PINT/pint-jp.html,"+2781,41",data/JP-PINT/pint-jp-ntr.html, <tr>
"-3064,27",data/JP-PINT/pint-jp.html,"+2823,23",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">Invoiced quantity</p></td>"
"-3064,27",data/JP-PINT/pint-jp.html,"+2823,23",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">ibt-129</p></td>"
"-3064,27",data/JP-PINT/pint-jp.html,"+2823,23",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">5</p></td>"
"-3064,27",data/JP-PINT/pint-jp.html,"+2823,23",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""></td>"
"-3064,27",data/JP-PINT/pint-jp.html,"+2823,23",data/JP-PINT/pint-jp-ntr.html, </tr>
"-3064,27",data/JP-PINT/pint-jp.html,"+2823,23",data/JP-PINT/pint-jp-ntr.html, <tr>
"-3064,27",data/JP-PINT/pint-jp.html,"+2823,23",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""></td>"
"-3064,27",data/JP-PINT/pint-jp.html,"+2823,23",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">Invoiced quantity unit of measure code</p></td>"
"-3064,27",data/JP-PINT/pint-jp.html,"+2823,23",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">ibt-130</p></td>"
"-3064,27",data/JP-PINT/pint-jp.html,"+2823,23",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">H87</p></td>"
"-3064,27",data/JP-PINT/pint-jp.html,"+2823,23",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""></td>"
"-3064,27",data/JP-PINT/pint-jp.html,"+2823,23",data/JP-PINT/pint-jp-ntr.html, </tr>
"-3064,27",data/JP-PINT/pint-jp.html,"+2823,23",data/JP-PINT/pint-jp-ntr.html, <tr>
"-3064,27",data/JP-PINT/pint-jp.html,"+2823,23",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""></td>"
"-3064,27",data/JP-PINT/pint-jp.html,"+2823,23",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">Invoice line net amount</p></td>"
"-3064,27",data/JP-PINT/pint-jp.html,"+2823,23",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">ibt-131</p></td>"
"-3064,27",data/JP-PINT/pint-jp.html,"+2823,23",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""><p class=""tableblock"">1000</p></td>"
"-3064,27",data/JP-PINT/pint-jp.html,"+2823,23",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""></td>"
"-3064,27",data/JP-PINT/pint-jp.html,"+2823,23",data/JP-PINT/pint-jp-ntr.html,"+<td class=""tableblock halign-left valign-top""><p class=""tableblock"">10000</p></td>"
"-3064,27",data/JP-PINT/pint-jp.html,"+2823,23",data/JP-PINT/pint-jp-ntr.html, </tr>
"-3064,27",data/JP-PINT/pint-jp.html,"+2823,23",data/JP-PINT/pint-jp-ntr.html, <tr>
"-3064,27",data/JP-PINT/pint-jp.html,"+2823,23",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock""><strong>INVOICE LINE PERIOD</strong></p></td>"
"-3064,27",data/JP-PINT/pint-jp.html,"+2823,23",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""></td>"
"-3064,27",data/JP-PINT/pint-jp.html,"+2823,23",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">ibg-26</p></td>"
"-3064,27",data/JP-PINT/pint-jp.html,"+2823,23",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""></td>"
"-3064,27",data/JP-PINT/pint-jp.html,"+2823,23",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""></td>"
"-3064,27",data/JP-PINT/pint-jp.html,"+2823,23",data/JP-PINT/pint-jp-ntr.html, </tr>
"-3064,27",data/JP-PINT/pint-jp.html,"+2823,23",data/JP-PINT/pint-jp-ntr.html, <tr>
